City,Outlet Name,URL,Notes
"Prichard, AL",WIJD 1270 Radio That Changes the Way You Live,http://www.wilkinsradio.com/,
"Quincy, IL",WLIQ 1530 AM,http://kickam1530.com/,
"Quincy, IL",WQUB 90.3,http://stlpublicradio.org/quincy/,
"Quincy, IL",WQIN LP 102.9,http://wqinfm.org/,
"Quincy, IL",KMDY W209 ch 89.7,http://www.kmdy.org/,
"Quincy, IL",WQEC West Central Illinois Educational Channel 34,http://www.networkknowledge.tv/,
"Quincy, IL",WQCY FM 103.8,http://www.q104wqcy.com/,
"Quincy, IL",WCOY 99.5,http://www.wcoy.com/,
"Quincy, IL",WGCA 88.5 FM,http://www.wgca.org/,
"Quincy, IL",WGEM Channel 10,http://www.wgem.com/,
"Quincy, IL",WGEM 1440 AM,http://www.wgem.com/,
"Quincy, IL",WGEM 105.1,http://www.wgem.com/,
"Quincy, IL",Quincy Herald Whig,http://www.whig.com/,
"Quincy, IL",WQJC LP 107.9,http://wqjcfm.myfreesites.net/,New URL
"Quincy, IL",WTAD 930 AM,http://www.wtad.com/,
"Quincy, IL",WTJR Christian TV Network Channel 32,http://www.wtjr.org/,
"Rexburg, ID",BYUI Scroll,http://byuiscroll.org/,
"Rexburg, ID",K43JD-D Channel 43,http://idahoptv.org/,
"Rexburg, ID",KIDJ 106.3 KID NewsRadio,http://www.590kid.com/,
"Rexburg, ID",KBYI 94.3,http://www.byui.edu/kbyi/,
"Rexburg, ID",KBYR-FM 91.5,http://www.byui.edu/kbyr/,
"Rexburg, ID",K201IG 88.1 Your Ear to the World,http://www.isu.edu/kisufm/,
"Rexburg, ID",K13UF-D Channel 13,http://www.kpvi.com/,
"Rexburg, ID",KUPI-FM 99.1 King of Country,http://www.kupi99.com/,
"Rexburg, ID",K22IK-D Channel 22,http://www.localnews8.com/,
"Rexburg, ID",KIDK Channel 8,http://www.localnews8.com/,
"Rexburg, ID",Standard Journal,http://www.rexburgstandardjournal.com/,
"Rexburg, ID",K40KB Channel 40,http://www.tbn.org/,
"Rock Hill, SC",WNSC-FM; Carolina's Jazz 88.9,http://www.etvradio.org/,
"Rock Hill, SC",WMYT-TV Channel 55,http://www.fox46charlotte.com/,
"Rock Hill, SC",The Herald,http://www.heraldonline.com/,
"Rock Hill, SC",WNSC Channel 30,http://www.scetv.org/,
"Rock Hill, SC",WRHJ-LP 93.1,http://www.southsidebaptistrh.org/,
"Rock Hill, SC",W232AX 94.3,http://www.wrhi.com/,
"Rock Hill, SC",WYTX-LP 98.5,http://wytx.fm/,
"Rock Island, IL",WGVV-LP 92.5 Groove 92.5,http://www.groove925.com/,
"Rock Island, IL",WLKU 98.9 K-Love,http://www.klove.com/,
"Rock Island, IL",WKBF 1270 La Jefa 1270,http://www.lajefa1270.com/,
"Rock Island, IL",WVIK 90.3 Augustana Public Radio,http://www.wvik.org/,
"Royal Oak, MI",Royal Oak Patch,http://patch.com/michigan/royaloak,
"Royal Oak, MI",WEXL 1340 The Gospel Station,http://wexl1340.com/,
"Royal Oak, MI",Daily Tribune,http://www.dailytribune.com/,
"Royal Oak, MI",DetroitWonk,http://www.detroitwonk.com/,
"Searcy, AR",KLUY 107.3,http://www.klove.com/,
"Searcy, AR",KSMD 1300,http://www.kwck999.com/,
"Searcy, AR",KWCK-FM 99.9 Quick 99.9,http://www.kwck999.com/,
"Searcy, AR",K293CE 106.5,http://www.kwck999.com/,
"Searcy, AR",Searcy Living,http://www.searcyliving.net/,
"Searcy, AR",The Daily Citizen,http://www.thedailycitizen.com/,
"Slidell, LA",WGON-LP 103.7,http://graceradioofslidell.net/,
"Slidell, LA",Slidell Independent,http://slidell-independent.com/,
"Slidell, LA",The Tammany West,http://tammanywest.com/,
"Slidell, LA",WSLA 1560 Talk Radio,http://wslaradio.com/,
"Slidell, LA",K250BA 97.9 K-Love,http://www.klove.com/,
"Slidell, LA",WGON 89.1 Lifesongs 89.1,http://www.lifesongs.com/,
"Slidell, LA",WUPL Channel 24,http://www.wupltv.com/,
"Spartanburg, SC",WHRZ LP 104.1,http://thez.com/,
"Spartanburg, SC",WSPA TV Channel 7,http://wspa.com/,
"Spartanburg, SC",W246 BU 97.1,http://www.espnupstate.com/,
"Spartanburg, SC",Spartanburg Herald,http://www.goupstate.com/,
"Spartanburg, SC",Spartanburg Herald-Journal,http://www.goupstate.com/,
"Spartanburg, SC",W231 BA 94.1,http://www.hot981.com/,
"Spartanburg, SC",WSPA FM 98.9,http://www.magic989.com/,
"Spartanburg, SC",WRET Channel 49,http://www.scetv.org/,
"Spartanburg, SC",WXPS LP 92.1,http://www.soundoftruthradio.org/,
"Spartanburg, SC",Spartan Weekly News,http://www.spartanweeklyonline.com/,
"Spartanburg, SC",Update Shopper,http://www.theupstateshopper.com/,
"Spartanburg, SC",WOLI 910,http://activanetwork.com/greenville/,Now part of Spanish-language network
"Spartanburg, SC",W289 BS 105.7,http://activanetwork.com/greenville/,Now part of Spanish-language network
"Springville, UT",Serve Daily,http://servedaily.com/,
"St. Cloud, FL",Orange Peel Gazette,http://opgazetteinc.com/,
"St. Cloud, FL",Osceola Woman,http://osceolawoman.com/,
"St. Cloud, FL",WIWA 1160 La Estacion Del Pueblo,http://www.laestaciondelpueblo.com/,
"St. Cloud, FL",St. Cloud in the News,http://www.scinthenews.com/,
"Stamford, CT",Hey Stamford,http://heystamford.com/,
"Stamford, CT",Stamford Patch,http://patch.com/connecticut/stamford,
"Stamford, CT",Serendipity Magazine,http://serendipitysocial.com/,
"Stamford, CT",Stamford Daily Voice,http://stamford.dailyvoice.com/,
"Stamford, CT",Stamford Downtown Events,http://stamforddowntownevents.blogspot.com/,
"Stamford, CT",WEDW-FM 88.5,http://wnpr.org/,
"Stamford, CT",WSTC 1400,http://wshu.org/,
"Stamford, CT",W211AI 90.1 News & Classical Music,http://wshu.org/,
"Stamford, CT",El Sol,http://www.elsolnews.com/,
"Stamford, CT",Stamford Advocate,http://www.stamfordadvocate.com/,
"Stamford, CT",Stamford Plus,http://www.stamfordplus.com/,
"State College, PA",WQCK-FM1 105.9 105.9/106.9 Lion Country's Rock Station,http://1059qwikrock.com/,
"State College, PA",Onward State,http://onwardstate.com/,
"State College, PA",Voices of Central Pennsylvania,http://voicesweb.org/,
"State College, PA",W42DG-D Channel 42,http://wjactv.com/,
"State College, PA",W36BE-D Channel 36,http://wnep.com/,
"State College, PA",WQWK 1450 ESPN Radio 1450,http://www.1450espnradio.com/,
"State College, PA",WBHV-FM 94.5 B-94.5,http://www.b945live.com/,
"State College, PA",Centre Daily Times,http://www.centredaily.com/,
"State College, PA",Daily Collegian,http://www.collegian.psu.edu/,
"State College, PA",WKDN-FM 106.9,http://www.familyradio.org/,
"State College, PA",W268BB 101.5 Family Life Network,http://www.fln.org/,
"State College, PA",WFGE 101.1 Froggy 101,http://www.froggy101fm.com/,
"State College, PA",WAPY 103.1 Happy 103.1,http://www.happy1031.com/,
"State College, PA",WRYV-FM1 88.7 Central Pennsylvania's RevFM,http://www.revfm.net/,
"State College, PA",WRXV 89.1 Central Pennsylvania's RevFM,http://www.revfm.net/,
"State College, PA",StateCollege.com,http://www.statecollege.com/,
"State College, PA",State College Magazine,http://www.statecollegemagazine.com/,
"State College, PA",WKPS 90.7 The Lion 90.7 FM,http://www.thelion.fm/,
"State College, PA",Valley Magazine,http://www.valleymagazinepsu.com/,
"State College, PA",W269BZ 101.7 Christian Music Group,http://www.wgrc.com/,
"State College, PA",WHVL-LD Channel 27,http://www.whvl.com/,
"State College, PA",WPSU Public Radio 91.5,http://www.wpsu.org/,
"State College, PA",WRSC 1390 NewsRadio 1390,http://www.wrscfm.com/,
"State College, PA",WTLR 89.9 Way Truth Life Radio,http://www.wtlr.org/,
"Stockton, CA",KSTN 105.9,http://1059thebull.com/,
"Stockton, CA",K290AG 105.9,http://1059thebull.com/,
"Stockton, CA",Central Valley Business Journal,http://cvbj.biz/,
"Stockton, CA",KWG 1230,http://ihradio.com/,
"Stockton, CA",Latino Times,http://latinotimes.org/,
"Stockton, CA",KWSX 1280,http://powertalk1280.iheart.com/,
"Stockton, CA",KJOY 99.3,http://www.993kjoy.com/,
"Stockton, CA",KUOP 91.3,http://www.capradio.org/,
"Stockton, CA",Caravan News,http://www.caravannews.com/,
"Stockton, CA",K259AU 99.7,http://www.csnradio.com/,
"Stockton, CA",K287BS 105.3,http://www.familyradio.com/,
"Stockton, CA",K275BT 107.3,http://www.klove.com/,
"Stockton, CA",KWDC-LP 93.5,http://www.kwdcradio.org/,
"Stockton, CA",KYCC 90.1,http://www.kycc.org/,
"Stockton, CA",KQOD 100.1 MegaFM,http://www.mega100online.com/,
"Stockton, CA",The Record,http://www.recordnet.com/,
"Stockton, CA",Bilingual Weekly,https://bilingualweekly.wordpress.com/,
"Strongsville, OH",Strongsville Patch,http://patch.com/ohio/strongsville,
"Surprise, AZ",K214DN 90.7 Air 1,http://www.air1.com/,
"Surprise, AZ",Surprise Today,http://www.yourwestvalley.com/your_town/surprise/,
"Texarkana, AR",KOSY 790 Rejoice Musical Soul Food,http://kosy790am.com/,
"Texarkana, AR",KKLT 89.3 K-Love,http://www.klove.com/,
"Texarkana, AR",KTEV-LP Channel 19,http://www.ktev-tv.com/,
"Texarkana, AR",KTOY 104.7 Jammin' 104,http://www.ktoy1047.com/,
"Texarkana, AR",KYGL 106.3 Eagle 106.3,http://www.kygl.com/,
"Texarkana, TX",K41EQ-D Channel 41,http://3abn.org/,
"Texarkana, TX",KKYR-FM 102.5 Kicker 102.5,http://kkyr.com/,
"Texarkana, TX",KTXK 91.5 Fine Arts Radio,http://ktxk.org/,
"Texarkana, TX",TXKtoday,http://txktoday.com/,
"Texarkana, TX",K257FY 101.7 Hot FM,http://www.1017hotfm.com/,
"Texarkana, TX",KTAL-FM 98.1 98 Rocks - Home of Rock 'n' Roll,http://www.98rocks.fm/,
"Texarkana, TX",KTAL-TV Channel 15,http://www.arklatexhomepage.com/,
"Texarkana, TX",KKTK 1400 Fox Sports Texarkana,http://www.foxsportstexarkana.com/,
"Texarkana, TX",K220JR 91.9 Radio Amistad,http://www.radioamistad.net/,
"Texarkana, TX",K30EA Channel 30,http://www.tbn.org/,
"Texarkana, TX",Texarkana Gazette,http://www.texarkanagazette.com/,
"Texarkana, TX",KTFS 740 Talk Radio 740,http://www.texarkanaradio.com/,
"Thornton, CO",Thornton's YourHub.com,http://yourhub.denverpost.com/blog/category/adams-county/thornton/,New URL
"Thornton, CO",KDSP 760 Denver Sports 760,http://www.denversports760.com/,
"Tracy, CA",KAIS 90.7 Air 1,http://www.air1.com/,
"Tracy, CA",Tracy Press,http://www.goldenstatenewspapers.com/tracy_press/,
"Tracy, CA",KKIQ-FM2 101.7 Your Hometown Station,http://www.kkiq.com/,
"Tracy, CA",KMIX 100.9 Radio Tricolor,http://www.tricolor1009.com/,
"Utica, NY",Fault Lines,http://strikeslip.blogspot.com/,
"Utica, NY",Utica Phoenix,http://uticaphoenix.net/,
"Utica, NY",WIBX 950,http://wibx950.com/,
"Utica, NY",WFRG-FM 104.3 Big Frog 104,http://www.bigfrog104.com/,
"Utica, NY",WFXV Channel 27,http://www.cnyhomepage.com/,
"Utica, NY",WUTR Channel 30,http://www.cnyhomepage.com/,
"Utica, NY",WTLB 1310,http://www.espncny.com/,
"Utica, NY",W256AJ 99.1 ESPN Radio - The Pulse of the Orange,http://www.espncny.com/,
"Utica, NY",WKVU 107.3 K-Love,http://www.klove.com/,
"Utica, NY",WLZW 98.7 Lite 98.7,http://www.lite987.com/,
"Utica, NY",Nowiny Rekord,http://www.nowiny24.pl/,
"Utica, NY",WPNR-FM 90.7 Power 90.7 FM,http://www.utica.edu/student/activities/organizations/wpnr/index.cfm,
"Utica, NY",WPNY-LP Channel 11 My WPNY TV,http://www.utica.tv/,
"Utica, NY",Observer-Dispatch,http://www.uticaod.com/,
"Utica, NY",W22DO-D Channel 22,http://www.wcny.org/,
"Utica, NY",W59AU Channel 59,http://www.wcny.org/,
"Utica, NY",WUNY 89.5 Classic FM,http://www.wcny.org/,
"Utica, NY",WKTV Channel 29,http://www.wktv.com/,
"Utica, NY",WOUR 96.9 The Best Classic Rock,http://www.wour.com/,
"Utica, NY",WRVN 91.9 Public Radio Music Source,http://www.wrvo.com/,
"Utica, NY",WUSP 1550,http://www.wuspfm.com/,
"Utica, NY",W238CA 95.5,http://www.wuspfm.com/,
"Utica, NY",WUTQ-FM 100.7,http://www.wutqfm.com/,
"Vacaville, CA",KVCB-LP Vacaville Christian Schools (100.9),http://kvcb-online.com/,
"Vacaville, CA",KUIC (95.3),http://www.kuic.com/,
"Vacaville, CA",Reporter,http://www.thereporter.com/,
"Valley Stream, NY",Valley Stream Herald,http://liherald.com/valleystream/,
"Visalia, CA",KFSO-FM 92.9 La Preciosa,http://fresno.lapreciosa.com/,
"Visalia, CA",KMPH-TV Channel 28,http://kmph-kfre.com/,
"Visalia, CA",KFAZ-CA Channel 18 Azteca America,http://www.kmsgtv.com/,
"Visalia, CA",KMCF-LD Channels 35 and 47 Azteca America,http://www.kmsgtv.com/,
"Visalia, CA",KNXT Channel 50 Catholic Television,http://www.knxt.tv/,
"Visalia, CA",KVLP-LP 101.5,http://www.kvlp.org/,
"Visalia, CA",K248BX 97.5 My 97.5,http://www.my975fm.com/,
"Visalia, CA",KARM 89.7 Promise FM,http://www.mypromisefm.com/,
"Visalia, CA",KRZR 1400 Power Talk 96.7,http://www.powertalk967.com/,
"Visalia, CA",KSEQ 97.1 Fresno's #1 Hip-Hop Station,http://www.q97.com/,
"Visalia, CA",KDUV 88.9 Spirit 88.9,http://www.spirit889.com/,
"Visalia, CA",Visalia Times-Delta,http://www.visaliatimesdelta.com/,
"Walnut Creek, CA",KGMZ-FM1 95.7 The Game,http://www.957thegame.com/,
"Walnut Creek, CA",KMVQ-FM3 99.7 Now,http://www.997now.com/,
"Walnut Creek, CA",Contra Costa Times,http://www.contracostatimes.com/,
"Walnut Creek, CA",KKDV 92.1 Diablo Valley's Hometown Station,http://www.kkdv.com/,
"Walnut Creek, CA",KMEL-FM2 106.1 The People's Station,http://www.kmel.com/,
"Walnut Creek, CA",KITS-FM1 105.3 Live 105 New Rock Alterna,http://www.live105.com/,
"Walnut Creek, CA",Rossmoor News,http://www.rossmoornews.com/,
"Walnut Creek, CA","KIOI-FM1 101.3 Star 101 - 80's, 90's, & Now",http://www.star1013fm.com/,
"West Allis, WI",WJTI 1460,http://www.979radio.com/,New URL. Stations are duopoly
"West Allis, WI",W250BN 97.9,http://www.979radio.com/,New URL. Stations are duopoly
"West Allis, WI",West Allis NOW,http://www.westallisnow.com/,
"West Bend, WI",Daily News,http://www.dailynewsol.com/,Paper not available online
"West Bend, WI",WBKV 1470 Kool Variety 1470,http://www.wbkvam.com/,
"West Bend, WI",West Bend Current,https://westbendcurrent.com/,
"West Covina, CA",KALI Radio Zion,http://www.kali900am.com/,
"West Covina, CA",KRCV 98.3 Recuerdo 98.3,http://www.recuerdo983.com/,
"Willoughby, OH",The News-Herald,http://www.news-herald.com/,
"Willoughby, OH",WINT 1330 Integrity Radio,http://www.wintradio.com/,
"Winona, MN",K270AB 101.9,http://minnesota.publicradio.org/radio/stations/kzseklse/,
"Winona, MN",W297AW 107.3,http://minnesota.publicradio.org/radio/stations/kzseklse/,
"Winona, MN",K203BR 88.5 Beautiful Sacred Music,http://www.kfsi.org/,
"Winona, MN",K280EI 103.9 Kq 98 Hot Country,http://www.kq98.com/,
"Winona, MN",KQAL 89.5 Your Radio Alternative,http://www.kqal.org/,
"Winona, MN",Winona Daily News,http://www.winonadailynews.com/,
"Winona, MN",Winona Post,http://www.winonapost.com/,
"Winona, MN",KWNO 1230 AM 12 3 Oh,http://www.winonaradio.com/,
"Winona, MN",KAGE 1380 Kg Country,http://www.winonaradio.com/,
"Winona, MN",KGSL 95.3 KG-95.3,http://www.winonaradio.com/,
"Winona, MN",KRIV-FM 101.1 The River,http://www.winonaradio.com/,
"Woodbury, MN",Woodbury Patch,http://patch.com/minnesota/woodbury,
"Woodbury, MN",Woodbury Bulletin,http://www.woodburybulletin.com/,
"Woodstock, GA",Woodstock-Towne Lake Patch,http://patch.com/georgia/woodstock,
"Woodstock, GA",W265AV 100.9 The Bull,http://www.949thebull.com/,
"Woodstock, GA",W201DM 88.1 Good Words Good Music,http://www.csnradio.com/,
"Woodstock, GA",Cherokee Trubine & Ledger-News,http://www.tribuneledgernews.com/local_news/,
"Wyoming, MI",El Informador,http://www.elinformadorusa.com/,
"Wyoming, MI",WYCE 88.1 Independent Community Radio,http://www.wyce.org/,
"Wyoming, MI",WYGR 1530 The Pulse of the City,http://www.wygr.net/,
"Wyoming, MI",WZZM My Town,http://wyoming.wzzm13.com/,
"Yakima, WA",KYVT 88.5 Northwest Public Radio,http://nwpr.org/,
"Yakima, WA",KXDD 104.1 12 in a Row Country,http://www.1041kxdd.com/,
"Yakima, WA",KUTI 1460 ESPN Yakima,http://www.1460espnyakima.com/,
"Yakima, WA",K210CX 89.9,http://www.air1.com/,
"Yakima, WA",KYYR-LP 97.9 The Bridge,http://www.ccyakimavalley.com/the-bridge/,
"Yakima, WA",K218CX 91.5 Good Words Good Music,http://www.csnradio.com/,
"Yakima, WA",KATS 94.5 Home of Classic Rock n' Roll,http://www.katsfm.com/,
"Yakima, WA",KDNA 91.9 La Voz del Campesino,http://www.kdna.org/,
"Yakima, WA",KFFM 107.3 Today's Hit Music,http://www.kffm.com/,
"Yakima, WA",K205FT 88.9 Christian Family Radio,http://www.kolu.com/,
"Yakima, WA",KYAK 930 Yakima's Christian Voice,http://www.kyak.com/,
"Yakima, WA",KHHK 99.7 Hot 99.7,http://www.newhot997.com/,
"Yakima, WA",KIT 1280 Newstalk KIT,http://www.newstalkkit.com/,
"Yakima, WA",KNWY 90.3 Northwest Public Radio,http://www.nwpr.org/,
"Yakima, WA",KYPL 91.1 Positive Life Radio,http://www.plr.org/,
"Yakima, WA",KYRF-LP 107.9,http://www.tabernaculodelafeyakima.org/,
"Yakima, WA",KBBO 1390 The Fan,http://www.thefanyakima.com/,
"Yakima, WA",KRSE 105.7 The Hawk,http://www.thehawkyakima.com/,
"Yakima, WA",Yakima Herald-Republic,http://www.yakimaherald.com/,
"Yakima, WA",Yakima Magazine,http://www.yakimamagazine.com/,